sample_id,source_stream_id,goal,recipe_name,target_global_idx,target_local_idx,target_action,matched_recipe_steps,matched_ingredients,num_actions,num_natural_noise_or_context,noise_fraction,local_context,keep_for_perturbation,rejection_reason,manual_notes
P01_R06_C01_W02,P01_R06_C01,prepare carrot soup,Carrot Soup,488,25,"Stir the content of the soup using the spatula, just moving things around.","Heat butter in a pot over medium heat until the butter melts. Add onion; cook, stirring occasionally, until softened, 4 to 6 minutes. Stir in carrots and mix until properly coated. Add water and broth; bring to a lively simmer over high heat.  Reduce heat to maintain a lively simmer and cook until very tender, about 25 minutes.",,51,21,0.4118,"CTX local=20 global=483 role=recipe_context: The first cupboard door is automatically sliding back, so stop it from closing and push it back out, using the right hand.
CTX local=21 global=484 role=recipe_context: Pick up the lid that is on the meat and test its size against the pot, realizing it's again too big. Return it to cover the pan of the meat.
CTX local=22 global=485 role=recipe_context: Pick up another lid from the upper shelf of the cupboard using the right hand.
CTX local=23 global=486 role=recipe_context: Cover the pot containing the soup with the lid. This lid fits.
CTX local=24 global=487 role=candidate_pivotal: place the lid on the hob holding it with the left hand to support it, as it's not placed properly.
TARGET local=25 global=488 role=candidate_pivotal: Stir the content of the soup using the spatula, just moving things around.
CTX local=26 global=489 role=recipe_context: Hit the spatula against the rim of the pot to drop any excess liquid.
CTX local=27 global=490 role=recipe_context: cover the pot again with the lid
CTX local=28 global=491 role=recipe_context: Put down the spatula on the plate.
CTX local=29 global=492 role=recipe_context: Move the handle of the pot, rotating the pot around the burner to move the handle, emptying space on the burner for further cooking.
CTX local=30 global=493 role=natural_noise_or_context: Open the lower cupboard.",,,
P01_R06_C01_W03,P01_R06_C01,prepare carrot soup,Carrot Soup,397,25,"positioning the plate next to the pot using the spatula, slide the carrot pieces into the pot multiple times until they are all in the pot.","Heat butter in a pot over medium heat until the butter melts. Add onion; cook, stirring occasionally, until softened, 4 to 6 minutes. Stir in carrots and mix until properly coated. Add water and broth; bring to a lively simmer over high heat.  Reduce heat to maintain a lively simmer and cook until very tender, about 25 minutes.",carrots,51,15,0.2941,"CTX local=20 global=392 role=candidate_pivotal: Stir the onions being cooked in the pot using the spatula, moving in all directions
CTX local=21 global=393 role=candidate_pivotal: hit the spatula on the rim of the pot to drop any onion pieces that had stuck to it.
CTX local=22 global=394 role=candidate_pivotal: Rest the spatula on the pot, this action is off-screen.
CTX local=23 global=395 role=recipe_context: Pick up the plate containing carrot pieces from the scale using both hands carefully as the plate is fairly full.
CTX local=24 global=396 role=candidate_pivotal: pick up the spatula from the pot.
TARGET local=25 global=397 role=candidate_pivotal: positioning the plate next to the pot using the spatula, slide the carrot pieces into the pot multiple times until they are all in the pot.
CTX local=26 global=398 role=candidate_pivotal: put the spatula on the plate. The spatula is being held with the right hand and the plate with the left hand.
CTX local=27 global=399 role=recipe_context: reach to one piece carrot that has fallen onto the hob. Pick it up with the right hand and put it in the pot.
CTX local=28 global=400 role=recipe_context: reset the scale, by pressing the button on it using the right hand.
CTX local=29 global=401 role=recipe_context: put the plate on top of the microwave, the upper shelf using the left hand.
CTX local=30 global=402 role=candidate_pivotal: holding the handle of the pot with the left hand using the spatula, wooden spatula with the right hand, stir the content of the pan, mixing the onions with the carrot, so the carrot is also covered with butter. This is done by bringing the onion at the bottom and turning it to be at the top, putting the carrots down and mixing thoroughly.",,,
P01_R06_C01_W04,P01_R06_C01,prepare carrot soup,Carrot Soup,430,25,"Mix and turn the content of the pot, again mixing the carrots and onions, also holding the pot's handle with the left hand.","Heat butter in a pot over medium heat until the butter melts. Add onion; cook, stirring occasionally, until softened, 4 to 6 minutes. Stir in carrots and mix until properly coated. Add water and broth; bring to a lively simmer over high heat.  Reduce heat to maintain a lively simmer and cook until very tender, about 25 minutes.",,51,15,0.2941,"CTX local=20 global=425 role=unmapped: Press again and hold the knob to switch the burner on again.
CTX local=21 global=426 role=unmapped: Adjust the heat by turning the knob counterclockwise to lower the heat on the burner.
CTX local=22 global=427 role=recipe_context: switch off the bottom right burner by turning the knob clockwise to switch it off. This is switched off as the pan will be moved to the other burner that had just been switched on.
CTX local=23 global=428 role=recipe_context: Push and slide the pot with the carrots and onions to the top right burner that had been switched on.
CTX local=24 global=429 role=unmapped: pick up the spatula from the plate.
TARGET local=25 global=430 role=candidate_pivotal: Mix and turn the content of the pot, again mixing the carrots and onions, also holding the pot's handle with the left hand.
CTX local=26 global=431 role=candidate_pivotal: Hit the spatula against the rim of the pot to drop any of the stuck onion on it.
CTX local=27 global=432 role=unmapped: Put down the spatula on the plate.
CTX local=28 global=433 role=unmapped: Find the piece of food trash that has fallen on the floor and pick it up with the right hand.
CTX local=29 global=434 role=unmapped: open the lid of the food waste bin with the left hand
CTX local=30 global=435 role=unmapped: Throw the trash collected from the floor into the food waste bin.",,,
P01_R07_C01_W01,P01_R07_C01,prepare vermicelli rice with meat,Vermicelli Rice with Meat,677,25,Lift the lid off the pan containing cooked meat using the left hand.,"The meat: Sweat one chopped onion in a pot, for a few minutes and then add minced garlic, then place the meat in the pot and on high heat while continuing stirring let the meat cook until the red color turns into more brownish, the idea here is not to fully cook the meat, but perhaps to get all the water out, this will help to get rid of all the water residue that comes out of the meat.",,51,24,0.4706,"CTX local=20 global=672 role=natural_noise_or_context: press and rotate the orange around the juicer
CTX local=21 global=673 role=natural_noise_or_context: Turn off the food processor by turning the dial counterclockwise using the left hand.
CTX local=22 global=674 role=natural_noise_or_context: open the food waste bin
CTX local=23 global=675 role=natural_noise_or_context: Throw the half orange into the food waste bin to discard it.
CTX local=24 global=676 role=recipe_context: Dry both hands using the towel on the handrail of the oven.
TARGET local=25 global=677 role=candidate_pivotal: Lift the lid off the pan containing cooked meat using the left hand.
CTX local=26 global=678 role=candidate_pivotal: pick up the wooden spoon from the packaging on the countertop
CTX local=27 global=679 role=candidate_pivotal: put the lid on the hob on another burner
CTX local=28 global=680 role=candidate_pivotal: Stir the meat a little bit, checking the amount of water that's still available in the pan.
CTX local=29 global=681 role=candidate_pivotal: rest the wooden spoon on the pan
CTX local=30 global=682 role=recipe_context: Remove the spoon from the mug",,,
P01_R07_C01_W02,P01_R07_C01,prepare vermicelli rice with meat,Vermicelli Rice with Meat,560,25,stir the content of the pan using the wooden spoon by moving the meat around multiple times.,"The meat: Sweat one chopped onion in a pot, for a few minutes and then add minced garlic, then place the meat in the pot and on high heat while continuing stirring let the meat cook until the red color turns into more brownish, the idea here is not to fully cook the meat, but perhaps to get all the water out, this will help to get rid of all the water residue that comes out of the meat.",,51,22,0.4314,"CTX local=20 global=555 role=recipe_context: Pick up the wooden spoon from the plastic packaging on the countertop using the right hand.
CTX local=21 global=556 role=recipe_context: Leave the spoon inside the mug.
CTX local=22 global=557 role=recipe_context: Move the pot, empty pot, on the burner further from the edge of the countertop, a little using the left hand.
CTX local=23 global=558 role=recipe_context: Lift the lid of the pan containing meat being cooked using the left hand.
CTX local=24 global=559 role=candidate_pivotal: put the lid on the burner to the top left
TARGET local=25 global=560 role=candidate_pivotal: stir the content of the pan using the wooden spoon by moving the meat around multiple times.
CTX local=26 global=561 role=recipe_context: hit the wooden spoon against the rim of the pan to drop any meat that stuck to it back into the pan
CTX local=27 global=562 role=recipe_context: Pick the lid from the burner using the left hand.
CTX local=28 global=563 role=recipe_context: cover the pan again using the lid
CTX local=29 global=564 role=natural_noise_or_context: Put the wooden spoon on the empty plastic packaging on the countertop.
CTX local=30 global=565 role=natural_noise_or_context: Pick one orange from the countertop using the right hand.",,,
P01_R07_C01_W03,P01_R07_C01,prepare vermicelli rice with meat,Vermicelli Rice with Meat,901,25,"Mix the content of the pan that's mixing the spice and the meat using the wooden spoon, holding the pan's handle with the left hand to steady it, ensuring that we mix thoroughly.","The meat: Sweat one chopped onion in a pot, for a few minutes and then add minced garlic, then place the meat in the pot and on high heat while continuing stirring let the meat cook until the red color turns into more brownish, the idea here is not to fully cook the meat, but perhaps to get all the water out, this will help to get rid of all the water residue that comes out of the meat.",,51,18,0.3529,"CTX local=20 global=896 role=candidate_pivotal: pour some cinnamon from the jar into the lid by holding the lid under the jar tilting the jar so cinnamon pours into the lid this is to avoid pouring too much or too little directly into the pan
CTX local=21 global=897 role=candidate_pivotal: Pour the cinnamon from the lid into the pan by turning the lid upside down on top of the pan so the cinnamon falls into the pan, moving the lid around the pan to distribute the cinnamon.
CTX local=22 global=898 role=candidate_pivotal: Close the jar by putting the lid on the jar and turning it clockwise to close it. This action is mostly off-screen.
CTX local=23 global=899 role=candidate_pivotal: Put the jar back on the lower shelf of the cupboard using the left hand.
CTX local=24 global=900 role=candidate_pivotal: hold the spoon that's been resting on the pan
TARGET local=25 global=901 role=candidate_pivotal: Mix the content of the pan that's mixing the spice and the meat using the wooden spoon, holding the pan's handle with the left hand to steady it, ensuring that we mix thoroughly.
CTX local=26 global=902 role=candidate_pivotal: hit the wooden spoon against the edge of the pan to drop any of the meat stuck to it back into the pan
CTX local=27 global=903 role=recipe_context: Put the wooden spoon on the plate next to the hob.
CTX local=28 global=904 role=recipe_context: pick the lid from the top of the hob
CTX local=29 global=905 role=recipe_context: cover the pan for the meat to continue cooking by putting the lid on the pan using the left hand
CTX local=30 global=906 role=recipe_context: close the cover, this action is mostly off screen",,,
P01_R07_C01_W04,P01_R07_C01,prepare vermicelli rice with meat,Vermicelli Rice with Meat,404,25,stir the onion in the pan.,"The meat: Sweat one chopped onion in a pot, for a few minutes and then add minced garlic, then place the meat in the pot and on high heat while continuing stirring let the meat cook until the red color turns into more brownish, the idea here is not to fully cook the meat, but perhaps to get all the water out, this will help to get rid of all the water residue that comes out of the meat.",,51,15,0.2941,"CTX local=20 global=399 role=recipe_context: open the lid of the food waste bin by pulling it up
CTX local=21 global=400 role=recipe_context: Using the hand, slide the piece of onion that was picked from the pan into the food waste bin by positioning the chopping board at the right place and then using the hand to slide the onion piece into the food waste bin.
CTX local=22 global=401 role=recipe_context: Close the food waste when using the right hand. This action is off screen.
CTX local=23 global=402 role=recipe_context: put the chopping board on the countertop next to the sink.
CTX local=24 global=403 role=recipe_context: pick up the wooden spoon
TARGET local=25 global=404 role=candidate_pivotal: stir the onion in the pan.
CTX local=26 global=405 role=candidate_pivotal: hit the wooden spoon against the rim of the pan to drop any onion that stuck to it into the pan
CTX local=27 global=406 role=recipe_context: slide the wooden spoon on the rim of the pan to drop a piece of onion that stuck it into the pan
CTX local=28 global=407 role=recipe_context: hit the wooden spoon once again on the rim of the pan
CTX local=29 global=408 role=recipe_context: Put the wooden spoon on the counter top next to the hob.
CTX local=30 global=409 role=recipe_context: touch the towel on the handrail of the oven, drying a bit of the left hand.",,,
P01_R07_C01_W05,P01_R07_C01,prepare vermicelli rice with meat,Vermicelli Rice with Meat,431,25,"Stir the onion pieces in the pan by moving them around using the wooden spoon, holding the pan with the left hand from the handle to steady it.","The meat: Sweat one chopped onion in a pot, for a few minutes and then add minced garlic, then place the meat in the pot and on high heat while continuing stirring let the meat cook until the red color turns into more brownish, the idea here is not to fully cook the meat, but perhaps to get all the water out, this will help to get rid of all the water residue that comes out of the meat.",,51,15,0.2941,"CTX local=20 global=426 role=natural_noise_or_context: Pick up the four oranges that are on the upper shelf using both hands. Each hand is picking up two oranges.
CTX local=21 global=427 role=natural_noise_or_context: Put the oranges on the countertop next to the chopping board. First the oranges in the right hand then the left hand.
CTX local=22 global=428 role=natural_noise_or_context: pick up the knife on the chopping board
CTX local=23 global=429 role=natural_noise_or_context: put the knife in the sink to wash it
CTX local=24 global=430 role=recipe_context: Pick up the wooden spoon from the countertop next to the hob.
TARGET local=25 global=431 role=candidate_pivotal: Stir the onion pieces in the pan by moving them around using the wooden spoon, holding the pan with the left hand from the handle to steady it.
CTX local=26 global=432 role=candidate_pivotal: Hit the wooden spoon against the rim of the pan to drop any onion pieces stuck to it back into the pan.
CTX local=27 global=433 role=recipe_context: put the wooden spoon on top of the plastic packaging with minced meat
CTX local=28 global=434 role=recipe_context: Pick the garlic glove peeled from the countertop using the right hand and place it in the left hand.
CTX local=29 global=435 role=recipe_context: Pick the second garlic clove from the countertop using the right hand.
CTX local=30 global=436 role=recipe_context: open the second drawer",,,
P01_R08_C01_W01,P01_R08_C01,prepare marinated chicken with soy sauce,Marinated Chicken with Soy Sauce,214,25,Pick up the bowl containing the chicken and all the marination using both hands from the countertop.,,garlic,51,27,0.5294,"CTX local=20 global=209 role=recipe_context: Cut some of the end of the garlic clove using the knife, holding the garlic clove with the left hand and the knife with the right hand and discard that part.
CTX local=21 global=210 role=candidate_pivotal: coarsely cut the garlic clove into thick slices by holding the garlic clove with the left hand, the knife with the right hand, positioning these on top of the bowl so the sliced garlic falls into the bowl with a chicken to be added to the marination.
CTX local=22 global=211 role=candidate_pivotal: Pick up the peeled garlic clove from the chopping board.
CTX local=23 global=212 role=candidate_pivotal: cut the garlic clove into coarse pieces by holding the clove with the left hand, holding the knife with the right hand, cutting into pieces, positioning this on top of the bowl with chicken so the pieces fall into the bowl and be added to the marination.
CTX local=24 global=213 role=candidate_pivotal: put down the knife on the chopping board.
TARGET local=25 global=214 role=candidate_pivotal: Pick up the bowl containing the chicken and all the marination using both hands from the countertop.
CTX local=26 global=215 role=recipe_context: Put the bowl on the countertop next to the sink.
CTX local=27 global=216 role=recipe_context: Release the nozzle of the tap from its holder by moving the tap to the right, pulling the nozzle away, positioning the nozzle on top of the tap. This is to add water to the bowl for marination. Now the nozzle of the tap is on top of the bowl with chicken and marination, holding it with the left hand.
CTX local=28 global=217 role=recipe_context: Pass the nozzle from the left hand to the right hand and hold it on top of the bowl.
CTX local=29 global=218 role=candidate_pivotal: Open the tap. So water is now filling the bowl with chicken and marination.
CTX local=30 global=219 role=candidate_pivotal: Move the nozzle around the bowl to distribute the water, filling the bowl.",,,
P01_R08_C01_W02,P01_R08_C01,prepare marinated chicken with soy sauce,Marinated Chicken with Soy Sauce,150,25,throw the rosemary into the bowl with a chicken for marination.,Mix all the ingredients except for the chicken. Pour into a large container and add the chicken thighs.,rosemary,51,24,0.4706,"CTX local=20 global=145 role=recipe_context: Open the package by cutting one of its ends, holding the package with the left hand, the scissor with the right hand, cut the scissor across the width of one of the ends of the package, opening it.
CTX local=21 global=146 role=recipe_context: put down the scissors on the countertop.
CTX local=22 global=147 role=recipe_context: Pick up the package using the left hand from the countertop.
CTX local=23 global=148 role=recipe_context: Insert the right hand inside the package.
CTX local=24 global=149 role=candidate_pivotal: pick multiple strands of rosemary from inside the package using the right hand
TARGET local=25 global=150 role=candidate_pivotal: throw the rosemary into the bowl with a chicken for marination.
CTX local=26 global=151 role=candidate_pivotal: Pick up more of the rosemary by inserting the right hand into the package being held with the left hand.
CTX local=27 global=152 role=candidate_pivotal: throw more strands of rosemary into the bowl with chicken.
CTX local=28 global=153 role=candidate_pivotal: pick up more rosemary from the package.
CTX local=29 global=154 role=candidate_pivotal: Throw the rosemary into the bowl, effectively putting it into some of the edges of the bowl so it goes in.
CTX local=30 global=155 role=candidate_pivotal: Pick up more rosemary from the package.",,,
P01_R08_C01_W03,P01_R08_C01,prepare marinated chicken with soy sauce,Marinated Chicken with Soy Sauce,176,25,"position the lid under the jar and tilt the jar, pouring spice mix from the jar into the lid.",Mix all the ingredients except for the chicken. Pour into a large container and add the chicken thighs.,all spice,51,18,0.3529,"CTX local=20 global=171 role=candidate_pivotal: Tilt and shake the jar on top of the bowl where chicken and marination has been put. Shaking the jar to sprinkle some of the oregano from the jar into the chicken, moving the jar around to distribute the oregano. The jar is being shaken very quickly and with force.
CTX local=21 global=172 role=candidate_pivotal: Close the jar. This action is off screen.
CTX local=22 global=173 role=candidate_pivotal: put the jar on the lower shelf of the cupboard using the right hand. Notice that the cupboard's door is still open.
CTX local=23 global=174 role=candidate_pivotal: Pick up another jar of spice from the lower shelf of the cupboard from behind other jars by inserting the hand in, holding the jar from top and lifting it above the other jars.
CTX local=24 global=175 role=recipe_context: Open the jar by holding the jar with the left hand, holding the lid with the right hand, and rotating the lid counterclockwise.
TARGET local=25 global=176 role=candidate_pivotal: position the lid under the jar and tilt the jar, pouring spice mix from the jar into the lid.
CTX local=26 global=177 role=candidate_pivotal: Tilt the lid, pouring the spice from the lid into the bowl with jar and moving the lid around the jar to distribute the spice around the jar. The spice is being added to marinate the chicken.
CTX local=27 global=178 role=candidate_pivotal: shake the lid on top of the bowl to drop any of the additional spice or remaining spice into the bowl.
CTX local=28 global=179 role=candidate_pivotal: Close the jar by holding the jar with the left hand, putting the lid with the right hand and rotating clockwise.
CTX local=29 global=180 role=candidate_pivotal: put the jar on the lower shelf of the cupboard, pushing the other jars at the front towards the back to place it inside.
CTX local=30 global=181 role=recipe_context: Pick up the garlic head from the shelf that's under the countertop using the right hand.",,,
P01_R08_C01_W04,P01_R08_C01,prepare marinated chicken with soy sauce,Marinated Chicken with Soy Sauce,118,25,"Press, rotate and squeeze the lemon around the juicer so that to get the lemon juice off the lemon and allow it to fall into the bowl for chicken marination.",Mix all the ingredients except for the chicken. Pour into a large container and add the chicken thighs.,lemon juice,51,15,0.2941,"CTX local=20 global=113 role=candidate_pivotal: cut the lemon by holding the lemon with the left hand holding the knife with the right hand and cutting the lemon into two halves in a sawing like motion
CTX local=21 global=114 role=candidate_pivotal: Put the knife on the plate.
CTX local=22 global=115 role=candidate_pivotal: Separate the two halves of the lemon as they're still very slightly attached by holding both with both hands and pulling apart.
CTX local=23 global=116 role=candidate_pivotal: Lift one of the lemon halves looking at whether it has any seeds.
CTX local=24 global=117 role=candidate_pivotal: Pick up the lemon juicer from the chopping board.
TARGET local=25 global=118 role=candidate_pivotal: Press, rotate and squeeze the lemon around the juicer so that to get the lemon juice off the lemon and allow it to fall into the bowl for chicken marination.
CTX local=26 global=119 role=candidate_pivotal: Position the lemon juicer and the lemon on top of the bowl, holding the juicer with the left hand and the lemon with the right hand.
CTX local=27 global=120 role=candidate_pivotal: Put down the half lemon on the chopping board.
CTX local=28 global=121 role=candidate_pivotal: Using the index finger, clear the lemon juice from the lemon pits inside the lemon juicer, allowing only the juice to fall into the bowl.
CTX local=29 global=122 role=candidate_pivotal: Open the food trash bin using the left hand holding the lid.
CTX local=30 global=123 role=candidate_pivotal: hit the lemon squeezer against the edge of the food trash bin, allowing all the seeds and the lemon bits to fall into the trash bin, discarding these.",,,
P01_R08_C01_W05,P01_R08_C01,prepare marinated chicken with soy sauce,Marinated Chicken with Soy Sauce,80,25,Put down the soy sauce bottle on the counter top next to the bowl.,Mix all the ingredients except for the chicken. Pour into a large container and add the chicken thighs.,soy sauce,51,13,0.2549,"CTX local=20 global=75 role=recipe_context: pick up the bag and return it inside the lower shelf of the cupboard.
CTX local=21 global=76 role=recipe_context: pick up one lemon from the drawer of the fridge by pulling it with the mesh and then releasing it from the mesh by finding the opening of the mesh using both hands, leaving the mesh in the drawer and picking up one lemon.
CTX local=22 global=77 role=recipe_context: Close the drawer.
CTX local=23 global=78 role=recipe_context: pick up a bottle of soya sauce from the shelf of the door of the fridge, using the right hand.
CTX local=24 global=79 role=recipe_context: Close the fridge's door.
TARGET local=25 global=80 role=candidate_pivotal: Put down the soy sauce bottle on the counter top next to the bowl.
CTX local=26 global=81 role=candidate_pivotal: Pick up the soy sauce bottle almost immediately.
CTX local=27 global=82 role=candidate_pivotal: tilt the soy sauce bottle on top of the bowl, pouring soy sauce from it into the bowl, shaking the soya sauce bottle while pouring to sprinkle or distribute the soya dropping from it in the bowl.
CTX local=28 global=83 role=candidate_pivotal: tilt the bottle up to look into the bottle and see how much was poured basically to figure out how much was decreased from the bottle.
CTX local=29 global=84 role=candidate_pivotal: tilt the soy sauce bottle again to pour more soy sauce into the bowl, moving the bottle and shaking it a little while pouring.
CTX local=30 global=85 role=candidate_pivotal: put the soy sauce bottle on the countertop.",,,
